CpG island 	 4714 .. 5242 	 size=529 
CpG island 	 11020731 .. 11021065 	 size=335 
CpG island 	 11021946 .. 11022281 	 size=336 
CpG island 	 11027216 .. 11027548 	 size=333 
CpG island 	 11028803 .. 11029426 	 size=624 
CpG island 	 11029686 .. 11030222 	 size=537 
CpG island 	 11030898 .. 11031192 	 size=295 
CpG island 	 11031515 .. 11031953 	 size=439 
CpG island 	 11035895 .. 11036281 	 size=387 
CpG island 	 11037149 .. 11037533 	 size=385 
CpG island 	 11041797 .. 11042193 	 size=397 
CpG island 	 11042694 .. 11042898 	 size=205 
CpG island 	 11045240 .. 11045543 	 size=304 
CpG island 	 11046684 .. 11047259 	 size=576 
CpG island 	 11047685 .. 11048096 	 size=412 
CpG island 	 11048931 .. 11049159 	 size=229 
CpG island 	 11049517 .. 11049743 	 size=227 
CpG island 	 11051880 .. 11052187 	 size=308 
CpG island 	 11052796 .. 11053414 	 size=619 
CpG island 	 11055670 .. 11055939 	 size=270 
CpG island 	 11057471 .. 11057688 	 size=218 
CpG island 	 11058936 .. 11059312 	 size=377 
CpG island 	 11061864 .. 11062064 	 size=201 
CpG island 	 11064622 .. 11064971 	 size=350 
CpG island 	 11066273 .. 11066658 	 size=386 
CpG island 	 11066990 .. 11067351 	 size=362 
CpG island 	 11069209 .. 11069877 	 size=669 
CpG island 	 11071998 .. 11072374 	 size=377 
CpG island 	 11074296 .. 11074527 	 size=232 
CpG island 	 11083341 .. 11083685 	 size=345 
CpG island 	 11085293 .. 11085754 	 size=462 
CpG island 	 11088845 .. 11089050 	 size=206 
CpG island 	 11097619 .. 11097818 	 size=200 
CpG island 	 11101184 .. 11101405 	 size=222 
CpG island 	 11101709 .. 11101932 	 size=224 
CpG island 	 11105028 .. 11105473 	 size=446 
CpG island 	 11106699 .. 11106958 	 size=260 
CpG island 	 11108095 .. 11108378 	 size=284 
CpG island 	 11108600 .. 11108801 	 size=202 
CpG island 	 11111303 .. 11111963 	 size=661 
CpG island 	 11112122 .. 11112632 	 size=511 
CpG island 	 11114476 .. 11114824 	 size=349 
CpG island 	 11115358 .. 11115809 	 size=452 
CpG island 	 11117139 .. 11117797 	 size=659 
CpG island 	 11119178 .. 11119414 	 size=237 
CpG island 	 11120760 .. 11121007 	 size=248 
CpG island 	 11124603 .. 11124832 	 size=230 
CpG island 	 11125613 .. 11126196 	 size=584 
CpG island 	 11126331 .. 11126854 	 size=524 
CpG island 	 11131007 .. 11131250 	 size=244 
CpG island 	 11134932 .. 11135304 	 size=373 
CpG island 	 11137068 .. 11137731 	 size=664 
CpG island 	 11138966 .. 11139182 	 size=217 
CpG island 	 11141335 .. 11141912 	 size=578 
CpG island 	 11142380 .. 11142678 	 size=299 
CpG island 	 11153445 .. 11153978 	 size=534 
CpG island 	 11157717 .. 11157916 	 size=200 
CpG island 	 11158337 .. 11158615 	 size=279 
CpG island 	 11164103 .. 11164311 	 size=209 
CpG island 	 11181784 .. 11182014 	 size=231 
CpG island 	 11184031 .. 11184507 	 size=477 
CpG island 	 11201037 .. 11201352 	 size=316 
CpG island 	 11207289 .. 11207643 	 size=355 
CpG island 	 11209394 .. 11209687 	 size=294 
CpG island 	 11219728 .. 11219941 	 size=214 
CpG island 	 11223815 .. 11224043 	 size=229 
CpG island 	 11230417 .. 11230900 	 size=484 
CpG island 	 11231070 .. 11231269 	 size=200 
CpG island 	 11231369 .. 11232122 	 size=754 
CpG island 	 11234355 .. 11234785 	 size=431 
CpG island 	 11254057 .. 11254450 	 size=394 
CpG island 	 11257981 .. 11258314 	 size=334 
CpG island 	 11259227 .. 11259573 	 size=347 
CpG island 	 11260797 .. 11261320 	 size=524 
CpG island 	 11261432 .. 11261717 	 size=286 
CpG island 	 11282239 .. 11282467 	 size=229 
CpG island 	 11306127 .. 11306329 	 size=203 
CpG island 	 11323211 .. 11323411 	 size=201 
CpG island 	 11324280 .. 11324499 	 size=220 
CpG island 	 11345683 .. 11346028 	 size=346 
CpG island 	 11353194 .. 11353730 	 size=537 
CpG island 	 11363902 .. 11364294 	 size=393 
CpG island 	 11366221 .. 11366697 	 size=477 
CpG island 	 11367277 .. 11367564 	 size=288 
CpG island 	 11372618 .. 11372856 	 size=239 
CpG island 	 11374886 .. 11375145 	 size=260 
CpG island 	 11375230 .. 11375541 	 size=312 
CpG island 	 11379406 .. 11379620 	 size=215 
CpG island 	 11380685 .. 11380964 	 size=280 
CpG island 	 11396158 .. 11396588 	 size=431 
CpG island 	 11411488 .. 11411775 	 size=288 
CpG island 	 11413448 .. 11413730 	 size=283 
CpG island 	 11425872 .. 11426245 	 size=374 
CpG island 	 11446445 .. 11446656 	 size=212 
CpG island 	 11451509 .. 11451919 	 size=411 
CpG island 	 11453699 .. 11454051 	 size=353 
CpG island 	 11458505 .. 11458846 	 size=342 
CpG island 	 11459247 .. 11459453 	 size=207 
CpG island 	 11463781 .. 11464014 	 size=234 
CpG island 	 11469072 .. 11469354 	 size=283 
CpG island 	 11474466 .. 11474718 	 size=253 
CpG island 	 11476970 .. 11477193 	 size=224 
CpG island 	 11477449 .. 11477729 	 size=281 
CpG island 	 11481625 .. 11482005 	 size=381 
CpG island 	 11482552 .. 11482755 	 size=204 
CpG island 	 11491119 .. 11491362 	 size=244 
CpG island 	 11497549 .. 11498078 	 size=530 
CpG island 	 11507529 .. 11507801 	 size=273 
CpG island 	 11511551 .. 11511840 	 size=290 
CpG island 	 11515427 .. 11515887 	 size=461 
CpG island 	 11517763 .. 11518165 	 size=403 
CpG island 	 11520868 .. 11521704 	 size=837 
CpG island 	 11539710 .. 11539966 	 size=257 
CpG island 	 11544362 .. 11544648 	 size=287 
CpG island 	 11548677 .. 11549075 	 size=399 
CpG island 	 11555891 .. 11556114 	 size=224 
CpG island 	 11556932 .. 11557415 	 size=484 
CpG island 	 11558471 .. 11558683 	 size=213 
CpG island 	 11560088 .. 11560380 	 size=293 
CpG island 	 11564865 .. 11565084 	 size=220 
CpG island 	 11569528 .. 11569838 	 size=311 
CpG island 	 11572799 .. 11573069 	 size=271 
CpG island 	 11579107 .. 11579307 	 size=201 
CpG island 	 11580108 .. 11580468 	 size=361 
CpG island 	 11583364 .. 11583751 	 size=388 
CpG island 	 11599257 .. 11599598 	 size=342 
CpG island 	 11602947 .. 11603295 	 size=349 
CpG island 	 11608075 .. 11608678 	 size=604 
CpG island 	 11616977 .. 11617301 	 size=325 
CpG island 	 11617936 .. 11618205 	 size=270 
CpG island 	 11621611 .. 11621985 	 size=375 
CpG island 	 11644814 .. 11645074 	 size=261 
CpG island 	 11690937 .. 11691198 	 size=262 
CpG island 	 11715548 .. 11715752 	 size=205 
CpG island 	 11720259 .. 11720646 	 size=388 
CpG island 	 11733500 .. 11733786 	 size=287 
CpG island 	 11735429 .. 11735638 	 size=210 
CpG island 	 11738984 .. 11739278 	 size=295 
CpG island 	 11755814 .. 11756019 	 size=206 
CpG island 	 11756619 .. 11757010 	 size=392 
CpG island 	 11762249 .. 11762647 	 size=399 
CpG island 	 11771386 .. 11771783 	 size=398 
CpG island 	 11787386 .. 11787596 	 size=211 
CpG island 	 11790449 .. 11790790 	 size=342 
CpG island 	 11804532 .. 11805077 	 size=546 
CpG island 	 11808112 .. 11808505 	 size=394 
CpG island 	 11819017 .. 11819321 	 size=305 
CpG island 	 11825793 .. 11826248 	 size=456 
CpG island 	 11831114 .. 11831325 	 size=212 
CpG island 	 11835241 .. 11835723 	 size=483 
CpG island 	 11859936 .. 11860206 	 size=271 
CpG island 	 11861282 .. 11861529 	 size=248 
CpG island 	 11880015 .. 11880395 	 size=381 
CpG island 	 11881204 .. 11881568 	 size=365 
CpG island 	 11881792 .. 11881991 	 size=200 
CpG island 	 11894645 .. 11894968 	 size=324 
CpG island 	 11897313 .. 11897513 	 size=201 
CpG island 	 11906034 .. 11906275 	 size=242 
CpG island 	 11917585 .. 11918048 	 size=464 
CpG island 	 11919201 .. 11919510 	 size=310 
CpG island 	 11957948 .. 11958149 	 size=202 
CpG island 	 11971302 .. 11971507 	 size=206 
CpG island 	 11971704 .. 11971908 	 size=205 
CpG island 	 11972868 .. 11973142 	 size=275 
CpG island 	 12016752 .. 12017087 	 size=336 
CpG island 	 12017196 .. 12017454 	 size=259 
CpG island 	 12017567 .. 12018163 	 size=597 
CpG island 	 12020935 .. 12021189 	 size=255 
CpG island 	 12021232 .. 12021467 	 size=236 
CpG island 	 12021678 .. 12021958 	 size=281 
CpG island 	 12033210 .. 12033466 	 size=257 
CpG island 	 12035094 .. 12035396 	 size=303 
CpG island 	 12035912 .. 12036230 	 size=319 
CpG island 	 12038758 .. 12039005 	 size=248 
CpG island 	 12044849 .. 12045405 	 size=557 
CpG island 	 12046753 .. 12047061 	 size=309 
CpG island 	 12048917 .. 12049389 	 size=473 
CpG island 	 12049553 .. 12049801 	 size=249 
CpG island 	 12063095 .. 12063646 	 size=552 
CpG island 	 12072015 .. 12072214 	 size=200 
CpG island 	 12076862 .. 12077254 	 size=393 
CpG island 	 12084387 .. 12084606 	 size=220 
CpG island 	 12084943 .. 12085236 	 size=294 
CpG island 	 12088812 .. 12089132 	 size=321 
CpG island 	 12096693 .. 12096947 	 size=255 
CpG island 	 12098164 .. 12098553 	 size=390 
CpG island 	 12100831 .. 12101107 	 size=277 
CpG island 	 12102134 .. 12102408 	 size=275 
CpG island 	 12110124 .. 12110683 	 size=560 
CpG island 	 12110936 .. 12111262 	 size=327 
CpG island 	 12111560 .. 12111790 	 size=231 
CpG island 	 12114318 .. 12114522 	 size=205 
CpG island 	 12115352 .. 12115689 	 size=338 
CpG island 	 12116056 .. 12116365 	 size=310 
CpG island 	 12120355 .. 12120840 	 size=486 
CpG island 	 12135425 .. 12135774 	 size=350 
CpG island 	 12136400 .. 12136691 	 size=292 
CpG island 	 12137120 .. 12137323 	 size=204 
CpG island 	 12138835 .. 12139216 	 size=382 
CpG island 	 12139873 .. 12140240 	 size=368 
CpG island 	 12140546 .. 12140809 	 size=264 
CpG island 	 12144783 .. 12145053 	 size=271 
CpG island 	 12147246 .. 12147494 	 size=249 
CpG island 	 12147665 .. 12147942 	 size=278 
CpG island 	 12148323 .. 12148544 	 size=222 
CpG island 	 12150063 .. 12150350 	 size=288 
CpG island 	 12153345 .. 12153679 	 size=335 
CpG island 	 12159099 .. 12159522 	 size=424 
CpG island 	 12163167 .. 12163634 	 size=468 
CpG island 	 12165123 .. 12165552 	 size=430 
CpG island 	 12166903 .. 12167112 	 size=210 
CpG island 	 12168850 .. 12169098 	 size=249 
CpG island 	 12170154 .. 12170457 	 size=304 
CpG island 	 12171683 .. 12172024 	 size=342 
CpG island 	 12172839 .. 12173156 	 size=318 
CpG island 	 12175090 .. 12175304 	 size=215 
CpG island 	 12175857 .. 12176190 	 size=334 
CpG island 	 12177373 .. 12177748 	 size=376 
CpG island 	 12181491 .. 12181879 	 size=389 
CpG island 	 12183365 .. 12183637 	 size=273 
CpG island 	 12185362 .. 12185563 	 size=202 
CpG island 	 12186022 .. 12186316 	 size=295 
CpG island 	 12189509 .. 12189715 	 size=207 
CpG island 	 12196527 .. 12197004 	 size=478 
CpG island 	 12197357 .. 12197566 	 size=210 
CpG island 	 12199526 .. 12199736 	 size=211 
CpG island 	 12199769 .. 12199974 	 size=206 
CpG island 	 12204206 .. 12204679 	 size=474 
CpG island 	 12204944 .. 12205143 	 size=200 
CpG island 	 12205477 .. 12206044 	 size=568 
CpG island 	 12207667 .. 12208001 	 size=335 
CpG island 	 12208085 .. 12208460 	 size=376 
CpG island 	 12210429 .. 12210773 	 size=345 
CpG island 	 12211920 .. 12212124 	 size=205 
CpG island 	 12212519 .. 12212819 	 size=301 
CpG island 	 12215748 .. 12216073 	 size=326 
CpG island 	 12216555 .. 12216755 	 size=201 
CpG island 	 12217620 .. 12217822 	 size=203 
CpG island 	 12218617 .. 12218861 	 size=245 
CpG island 	 12219125 .. 12219453 	 size=329 
CpG island 	 12221511 .. 12221716 	 size=206 
CpG island 	 12222498 .. 12222862 	 size=365 
CpG island 	 12223042 .. 12223294 	 size=253 
CpG island 	 12224599 .. 12224859 	 size=261 
CpG island 	 12233220 .. 12233423 	 size=204 
CpG island 	 12235421 .. 12235674 	 size=254 
CpG island 	 12235899 .. 12236163 	 size=265 
CpG island 	 12240875 .. 12241200 	 size=326 
CpG island 	 12245340 .. 12246117 	 size=778 
CpG island 	 12246898 .. 12247118 	 size=221 
CpG island 	 12247192 .. 12247557 	 size=366 
CpG island 	 12249718 .. 12250760 	 size=1043 
CpG island 	 12253999 .. 12254485 	 size=487 
CpG island 	 12256967 .. 12257230 	 size=264 
CpG island 	 12263152 .. 12263573 	 size=422 
CpG island 	 12265068 .. 12265315 	 size=248 
CpG island 	 12265735 .. 12266156 	 size=422 
CpG island 	 12276015 .. 12276296 	 size=282 
CpG island 	 12279394 .. 12279802 	 size=409 
CpG island 	 12280046 .. 12280288 	 size=243 
CpG island 	 12280586 .. 12280832 	 size=247 
CpG island 	 12283163 .. 12283460 	 size=298 
CpG island 	 12284472 .. 12284775 	 size=304 
CpG island 	 12286235 .. 12286450 	 size=216 
CpG island 	 12289325 .. 12289604 	 size=280 
CpG island 	 12292329 .. 12292547 	 size=219 
CpG island 	 12296722 .. 12296969 	 size=248 
CpG island 	 12300000 .. 12300391 	 size=392 
CpG island 	 12301673 .. 12302285 	 size=613 
CpG island 	 12304767 .. 12305058 	 size=292 
CpG island 	 12309294 .. 12309557 	 size=264 
CpG island 	 12311654 .. 12311947 	 size=294 
CpG island 	 12320440 .. 12320709 	 size=270 
CpG island 	 12322459 .. 12322662 	 size=204 
CpG island 	 12325550 .. 12325759 	 size=210 
CpG island 	 12333654 .. 12333945 	 size=292 
CpG island 	 12344655 .. 12344857 	 size=203 
CpG island 	 12352977 .. 12353189 	 size=213 
CpG island 	 12361432 .. 12361870 	 size=439 
CpG island 	 12365199 .. 12365411 	 size=213 
CpG island 	 12365802 .. 12366063 	 size=262 
CpG island 	 12375692 .. 12375892 	 size=201 
CpG island 	 12379019 .. 12379222 	 size=204 
CpG island 	 12393776 .. 12394193 	 size=418 
CpG island 	 12394618 .. 12395164 	 size=547 
CpG island 	 12395484 .. 12395842 	 size=359 
CpG island 	 12399692 .. 12399986 	 size=295 
CpG island 	 12403787 .. 12404325 	 size=539 
CpG island 	 12405421 .. 12405772 	 size=352 
CpG island 	 12406728 .. 12407114 	 size=387 
CpG island 	 12407218 .. 12407489 	 size=272 
CpG island 	 12409621 .. 12410015 	 size=395 
CpG island 	 12410138 .. 12410400 	 size=263 
CpG island 	 12410943 .. 12411192 	 size=250 
CpG island 	 12413508 .. 12413743 	 size=236 
CpG island 	 12433900 .. 12434108 	 size=209 
CpG island 	 12435393 .. 12435733 	 size=341 
CpG island 	 12436873 .. 12437238 	 size=366 
CpG island 	 12441600 .. 12441799 	 size=200 
CpG island 	 12449573 .. 12449924 	 size=352 
CpG island 	 12450387 .. 12450725 	 size=339 
CpG island 	 12452488 .. 12452715 	 size=228 
CpG island 	 12457948 .. 12458331 	 size=384 
CpG island 	 12458529 .. 12458782 	 size=254 
CpG island 	 12459616 .. 12460044 	 size=429 
CpG island 	 12468913 .. 12469112 	 size=200 
CpG island 	 12472971 .. 12473352 	 size=382 
CpG island 	 12473943 .. 12474392 	 size=450 
CpG island 	 12479978 .. 12480178 	 size=201 
CpG island 	 12481717 .. 12482022 	 size=306 
CpG island 	 12486828 .. 12487185 	 size=358 
CpG island 	 12490081 .. 12490340 	 size=260 
CpG island 	 12491935 .. 12492219 	 size=285 
CpG island 	 12492943 .. 12493750 	 size=808 
CpG island 	 12497299 .. 12497944 	 size=646 
CpG island 	 12498367 .. 12498732 	 size=366 
CpG island 	 12499514 .. 12500000 	 size=487 
CpG island 	 12506381 .. 12506587 	 size=207 
CpG island 	 12506739 .. 12507255 	 size=517 
CpG island 	 12508561 .. 12508922 	 size=362 
CpG island 	 12512537 .. 12513152 	 size=616 
CpG island 	 12514795 .. 12515088 	 size=294 
CpG island 	 12515836 .. 12516424 	 size=589 
CpG island 	 12519620 .. 12519887 	 size=268 
CpG island 	 12521216 .. 12521416 	 size=201 
CpG island 	 12523076 .. 12524594 	 size=1519 
CpG island 	 12524624 .. 12525228 	 size=605 
CpG island 	 12528718 .. 12528948 	 size=231 
CpG island 	 12531472 .. 12531825 	 size=354 
CpG island 	 12533216 .. 12533470 	 size=255 
CpG island 	 12541935 .. 12542309 	 size=375 
CpG island 	 12542858 .. 12543171 	 size=314 
CpG island 	 12553482 .. 12553681 	 size=200 
CpG island 	 12559786 .. 12559996 	 size=211 
CpG island 	 12562569 .. 12562955 	 size=387 
CpG island 	 12563527 .. 12563830 	 size=304 
CpG island 	 12565165 .. 12565456 	 size=292 
CpG island 	 12570010 .. 12570400 	 size=391 
CpG island 	 12573370 .. 12573713 	 size=344 
CpG island 	 12573996 .. 12574200 	 size=205 
CpG island 	 12574445 .. 12574738 	 size=294 
CpG island 	 12579411 .. 12579641 	 size=231 
CpG island 	 12605325 .. 12605604 	 size=280 
CpG island 	 12605771 .. 12606275 	 size=505 
CpG island 	 12613375 .. 12613740 	 size=366 
CpG island 	 12618750 .. 12618959 	 size=210 
CpG island 	 12620596 .. 12620841 	 size=246 
CpG island 	 12622223 .. 12622626 	 size=404 
CpG island 	 12631311 .. 12631829 	 size=519 
CpG island 	 12647686 .. 12648061 	 size=376 
CpG island 	 12651052 .. 12651508 	 size=457 
CpG island 	 12652035 .. 12652333 	 size=299 
CpG island 	 12656192 .. 12656536 	 size=345 
CpG island 	 12657683 .. 12657991 	 size=309 
CpG island 	 12658362 .. 12658628 	 size=267 
CpG island 	 12661364 .. 12661567 	 size=204 
CpG island 	 12661623 .. 12662081 	 size=459 
CpG island 	 12662416 .. 12662952 	 size=537 
CpG island 	 12664505 .. 12664708 	 size=204 
CpG island 	 12667878 .. 12668259 	 size=382 
CpG island 	 12668362 .. 12668649 	 size=288 
CpG island 	 12670968 .. 12671249 	 size=282 
CpG island 	 12672225 .. 12672424 	 size=200 
CpG island 	 12675412 .. 12675611 	 size=200 
CpG island 	 12680731 .. 12680938 	 size=208 
CpG island 	 12681560 .. 12681913 	 size=354 
CpG island 	 12683321 .. 12683597 	 size=277 
CpG island 	 12687793 .. 12688195 	 size=403 
CpG island 	 12707746 .. 12708077 	 size=332 
CpG island 	 12713278 .. 12713491 	 size=214 
CpG island 	 12714664 .. 12714867 	 size=204 
CpG island 	 12716457 .. 12716658 	 size=202 
CpG island 	 12719498 .. 12719698 	 size=201 
CpG island 	 12721399 .. 12722552 	 size=1154 
CpG island 	 12723829 .. 12724098 	 size=270 
CpG island 	 12724969 .. 12725454 	 size=486 
CpG island 	 12726257 .. 12726463 	 size=207 
CpG island 	 12743670 .. 12743960 	 size=291 
CpG island 	 12756192 .. 12756517 	 size=326 
CpG island 	 12766079 .. 12766409 	 size=331 
CpG island 	 12782232 .. 12782581 	 size=350 
CpG island 	 12801007 .. 12801250 	 size=244 
CpG island 	 12802606 .. 12802978 	 size=373 
CpG island 	 12805745 .. 12806122 	 size=378 
CpG island 	 12806245 .. 12806557 	 size=313 
CpG island 	 12817391 .. 12817652 	 size=262 
CpG island 	 12823281 .. 12823935 	 size=655 
CpG island 	 12824029 .. 12824235 	 size=207 
CpG island 	 12825549 .. 12825878 	 size=330 
CpG island 	 12825993 .. 12826301 	 size=309 
CpG island 	 12827097 .. 12827302 	 size=206 
CpG island 	 12828369 .. 12828782 	 size=414 
CpG island 	 12840075 .. 12840326 	 size=252 
CpG island 	 12852548 .. 12852920 	 size=373 
CpG island 	 12853291 .. 12853514 	 size=224 
CpG island 	 12853595 .. 12853852 	 size=258 
CpG island 	 12858369 .. 12858741 	 size=373 
CpG island 	 12861558 .. 12861909 	 size=352 
CpG island 	 12862232 .. 12862436 	 size=205 
CpG island 	 12871624 .. 12872010 	 size=387 
CpG island 	 12882973 .. 12883385 	 size=413 
CpG island 	 12914605 .. 12915031 	 size=427 
CpG island 	 12923997 .. 12924276 	 size=280 
CpG island 	 12939167 .. 12939534 	 size=368 
CpG island 	 12950224 .. 12950423 	 size=200 
CpG island 	 12954891 .. 12955332 	 size=442 
CpG island 	 12973708 .. 12974045 	 size=338 
CpG island 	 12977290 .. 12977514 	 size=225 
CpG island 	 12981271 .. 12981477 	 size=207 
CpG island 	 12981865 .. 12982073 	 size=209 
CpG island 	 12984204 .. 12984498 	 size=295 
CpG island 	 12989384 .. 12989761 	 size=378 
CpG island 	 12992688 .. 12993374 	 size=687 
CpG island 	 13004300 .. 13004542 	 size=243 
CpG island 	 13006728 .. 13007100 	 size=373 
CpG island 	 13013485 .. 13013967 	 size=483 
CpG island 	 13014946 .. 13015376 	 size=431 
CpG island 	 13016912 .. 13017239 	 size=328 
CpG island 	 13038240 .. 13038544 	 size=305 
CpG island 	 13048175 .. 13048400 	 size=226 
CpG island 	 13051686 .. 13051941 	 size=256 
CpG island 	 13055017 .. 13055433 	 size=417 
CpG island 	 13059856 .. 13060218 	 size=363 
CpG island 	 13061522 .. 13062067 	 size=546 
CpG island 	 13062078 .. 13062306 	 size=229 
CpG island 	 13068407 .. 13068759 	 size=353 
CpG island 	 13082282 .. 13082632 	 size=351 
CpG island 	 13084707 .. 13085016 	 size=310 
CpG island 	 13103380 .. 13103871 	 size=492 
CpG island 	 13107135 .. 13107575 	 size=441 
CpG island 	 13132335 .. 13132716 	 size=382 
CpG island 	 13133437 .. 13133882 	 size=446 
CpG island 	 13137111 .. 13137313 	 size=203 
CpG island 	 13137595 .. 13138065 	 size=471 
CpG island 	 13139089 .. 13139309 	 size=221 
CpG island 	 13144315 .. 13144654 	 size=340 
CpG island 	 13145385 .. 13145631 	 size=247 
CpG island 	 13159108 .. 13159320 	 size=213 
CpG island 	 13175398 .. 13175725 	 size=328 
CpG island 	 13183896 .. 13184212 	 size=317 
CpG island 	 13187550 .. 13187792 	 size=243 
CpG island 	 13189312 .. 13189529 	 size=218 
CpG island 	 13190281 .. 13190550 	 size=270 
CpG island 	 13191113 .. 13191358 	 size=246 
CpG island 	 13195697 .. 13196064 	 size=368 
CpG island 	 13201650 .. 13201893 	 size=244 
CpG island 	 13204063 .. 13204272 	 size=210 
CpG island 	 13204323 .. 13204788 	 size=466 
CpG island 	 13214841 .. 13215251 	 size=411 
CpG island 	 13222107 .. 13222655 	 size=549 
CpG island 	 13236966 .. 13237441 	 size=476 
CpG island 	 13237965 .. 13238322 	 size=358 
CpG island 	 13240576 .. 13241064 	 size=489 
CpG island 	 13244080 .. 13244622 	 size=543 
CpG island 	 13245913 .. 13246121 	 size=209 
CpG island 	 13264574 .. 13265084 	 size=511 
CpG island 	 13265585 .. 13266091 	 size=507 
CpG island 	 13268030 .. 13268467 	 size=438 
CpG island 	 13276901 .. 13277386 	 size=486 
CpG island 	 13280505 .. 13280821 	 size=317 
CpG island 	 13284011 .. 13284313 	 size=303 
CpG island 	 13286330 .. 13286636 	 size=307 
CpG island 	 13293878 .. 13294300 	 size=423 
CpG island 	 13297782 .. 13298383 	 size=602 
CpG island 	 13298455 .. 13298702 	 size=248 
CpG island 	 13302629 .. 13303198 	 size=570 
CpG island 	 13304420 .. 13304840 	 size=421 
CpG island 	 13307774 .. 13308136 	 size=363 
CpG island 	 13311668 .. 13311989 	 size=322 
CpG island 	 13318501 .. 13318704 	 size=204 
CpG island 	 13328597 .. 13328996 	 size=400 
CpG island 	 13338615 .. 13339075 	 size=461 
CpG island 	 13340158 .. 13340440 	 size=283 
CpG island 	 13361222 .. 13361748 	 size=527 
CpG island 	 13381679 .. 13382100 	 size=422 
CpG island 	 13388091 .. 13388457 	 size=367 
CpG island 	 13393349 .. 13393684 	 size=336 
CpG island 	 13404246 .. 13404509 	 size=264 
CpG island 	 13410066 .. 13410595 	 size=530 
CpG island 	 13413339 .. 13413941 	 size=603 
CpG island 	 13416334 .. 13416871 	 size=538 
CpG island 	 13424639 .. 13424845 	 size=207 
CpG island 	 13431252 .. 13431539 	 size=288 
CpG island 	 13439618 .. 13439840 	 size=223 
CpG island 	 13443256 .. 13443492 	 size=237 
CpG island 	 13454393 .. 13454671 	 size=279 
CpG island 	 13455494 .. 13455701 	 size=208 
CpG island 	 13457993 .. 13458273 	 size=281 
CpG island 	 13459160 .. 13459453 	 size=294 
CpG island 	 13459548 .. 13459914 	 size=367 
CpG island 	 13469992 .. 13470389 	 size=398 
CpG island 	 13478821 .. 13479201 	 size=381 
CpG island 	 13480539 .. 13480964 	 size=426 
CpG island 	 13491643 .. 13492255 	 size=613 
CpG island 	 13492299 .. 13492737 	 size=439 
CpG island 	 13492798 .. 13493068 	 size=271 
CpG island 	 13505504 .. 13505780 	 size=277 
CpG island 	 13507497 .. 13508093 	 size=597 
CpG island 	 13512323 .. 13512640 	 size=318 
CpG island 	 13527922 .. 13528183 	 size=262 
CpG island 	 13533318 .. 13533685 	 size=368 
CpG island 	 13539667 .. 13540036 	 size=370 
CpG island 	 13540924 .. 13541157 	 size=234 
CpG island 	 13541696 .. 13542038 	 size=343 
CpG island 	 13542204 .. 13542749 	 size=546 
CpG island 	 13549192 .. 13549923 	 size=732 
CpG island 	 13552575 .. 13552951 	 size=377 
CpG island 	 13553144 .. 13553346 	 size=203 
CpG island 	 13555759 .. 13556183 	 size=425 
CpG island 	 13561095 .. 13561351 	 size=257 
CpG island 	 13564851 .. 13565257 	 size=407 
CpG island 	 13565991 .. 13567199 	 size=1209 
CpG island 	 13571262 .. 13571479 	 size=218 
CpG island 	 13579120 .. 13579324 	 size=205 
CpG island 	 13580649 .. 13581444 	 size=796 
CpG island 	 13581564 .. 13581990 	 size=427 
CpG island 	 13582439 .. 13582694 	 size=256 
CpG island 	 13584060 .. 13584347 	 size=288 
CpG island 	 13584458 .. 13585087 	 size=630 
CpG island 	 13586013 .. 13586268 	 size=256 
CpG island 	 13590365 .. 13590704 	 size=340 
CpG island 	 13595227 .. 13595629 	 size=403 
CpG island 	 13597439 .. 13597638 	 size=200 
CpG island 	 13598862 .. 13599324 	 size=463 
CpG island 	 13602529 .. 13603138 	 size=610 
CpG island 	 13606287 .. 13606727 	 size=441 
CpG island 	 13607991 .. 13608315 	 size=325 
CpG island 	 13609829 .. 13610507 	 size=679 
CpG island 	 13613256 .. 13613856 	 size=601 
CpG island 	 13613938 .. 13614460 	 size=523 
CpG island 	 13616660 .. 13617440 	 size=781 
CpG island 	 13624360 .. 13624745 	 size=386 
CpG island 	 13628733 .. 13629105 	 size=373 
CpG island 	 13656324 .. 13656535 	 size=212 
CpG island 	 13658454 .. 13658661 	 size=208 
CpG island 	 13659640 .. 13660083 	 size=444 
CpG island 	 13666203 .. 13666587 	 size=385 
CpG island 	 13672608 .. 13673004 	 size=397 
CpG island 	 13673378 .. 13673690 	 size=313 
CpG island 	 13681115 .. 13681462 	 size=348 
CpG island 	 13682575 .. 13682793 	 size=219 
CpG island 	 13684927 .. 13685168 	 size=242 
CpG island 	 13699523 .. 13699847 	 size=325 
CpG island 	 13705925 .. 13706144 	 size=220 
CpG island 	 13707060 .. 13707398 	 size=339 
CpG island 	 13716463 .. 13716828 	 size=366 
CpG island 	 13718530 .. 13718763 	 size=234 
CpG island 	 13731272 .. 13731675 	 size=404 
CpG island 	 13733624 .. 13734147 	 size=524 
CpG island 	 13740414 .. 13740695 	 size=282 
CpG island 	 13743279 .. 13743496 	 size=218 
CpG island 	 13756974 .. 13757251 	 size=278 
CpG island 	 13761887 .. 13762302 	 size=416 
CpG island 	 13765023 .. 13765253 	 size=231 
CpG island 	 13772186 .. 13772499 	 size=314 
CpG island 	 13783796 .. 13784121 	 size=326 
CpG island 	 13801692 .. 13801925 	 size=234 
CpG island 	 13803141 .. 13803349 	 size=209 
CpG island 	 13809789 .. 13810000 	 size=212 
